EMPLOYEEID,EMPLOYEEACCESS,Name,ACCESS,EMAIL,EmployeeGender,EmployeeDept,EmployeeBusinessUnit,EmployeeJobTitle,EMPLOYEEREGION,EmployeeCountry,EmployeeState,EmployeeCity,EmployeeJobClass,EmployeeManager,EmployeeEmploymentType,BAND,PERFRATING,EmployeeEthnicity,DOB,HIREDATE,DPDate,EmployeeActiveFlag,RECRUIT,SALARY,TOTALCOMP,OMITGROUP
6611,6611,Kane Bridges,USER,Kane.idges@bnna.com,Male,Retail,Retail - APAC,Store Manager,APAC,China,Nanjing,Jiangsu,Manager,Y,FTE,6,B,White,20231,34476,41781,Y,None,35980,4071,Retail
6612,6612,Uriel Bowman,USER,Uriel.Bowman@bnna.com,Male,Retail,Retail - APAC,Store Associate,APAC,China,Guangzhou,Guangdong,Contributor,N,PTE,1,B,Other,24909,33309,41710,Y,Website,32799,4152,Retail
6613,6613,Alan Wilcox,USER,Alan.ilcox@bnna.com,Male,Retail,Retail - APAC,Store Associate,APAC,China,Jinan,Shandong,Contributor,N,FTE,2,A,White,21405,33093,41859,Y,Website,42954,4826,Retail
6614,6614,Wing Riddle,USER,Wing.iddle@bnna.com,Male,Retail,Retail - APAC,Store Associate,APAC,Japan,Tokyo Metropolis,Tokyo,Contributor,N,PTE,1,B,Black or African American,25557,39802,41993,Y,Internal,43659,8929,Retail
6615,6615,Brady Padilla,USER,Brady.adilla@bnna.com,Male,Retail,Retail - APAC,Store Associate,APAC,Japan,Kyoto Prefecture,Kyoto,Contributor,N,PTE,1,B,Other,25768,40378,41839,Y,Internal,54333,6249,Retail
6616,6616,Elizabeth Starney,USER,Elizabeth.th Starney@bnna.com,Female,Retail,Retail - APAC,Store Associate,APAC,Japan,Kanagawa,Yokohama,Contributor,N,FTE,1,B,Black or African American,23041,35825,41669,Y,Internal,46237,4911,Retail
6617,6617,Anja Albrecht,USER,Anja.recht@bnna.com,Female,Retail,Retail - APAC,Store Associate,APAC,Japan,Aichi,Nagoya,Contributor,N,FTE,2,B,White,20337,31295,41887,Y,Website,34166,5511,Retail
6618,6618,Frank Fuhlroth,USER,Frank.hlroth@bnna.com,Male,Retail,Retail - EMEA,Store Associate,EMEA,UK,England,London,Contributor,N,PTE,2,C,White,24766,36089,41933,Y,Website,36373,1599,Retail
6619,6619,Justin Beasley,USER,Justin.Beasley@bnna.com,Male,Retail,Retail - EMEA,Store Manager,EMEA,UK,East Midlands,Nottingham,Manager,Y,FTE,6,B,White,27954,40372,41833,Y,Internal,43785,6982,Retail
6620,6620,Nathaniel Blackwell,USER,Nathaniel. Blackwell@bnna.com,Male,Retail,Retail - EMEA,Store Associate,EMEA,UK,South East England,Southampton,Contributor,N,PTE,3,A,White,28233,40286,41747,Y,Job Fair,50102,4686,Retail
6621,6621,Authur Griffin,USER,Authur.Griffin@bnna.com,Male,Retail,Retail - EMEA,Store Associate,EMEA,UK,Strathclyde,Glasgow,Contributor,N,PTE,3,D,White,20235,35211,41785,Y,None,39752,8721,Retail
6622,6622,Paki Nash,USER,Paki. Nash@bnna.com,Male,Retail,Retail - EMEA,Store Associate,EMEA,UK,Lothian,Edinburgh,Contributor,N,PTE,1,A,Other,20465,35075,41650,Y,None,46687,285,Retail
6623,6623,Mitchell Odem,USER,Mitchell.hell Odem@bnna.com,Male,Retail,Retail - EMEA,Store Associate,EMEA,Ireland,Dublin,Dublin,Contributor,N,PTE,2,B,White,28986,40309,41770,Y,None,53395,7251,Retail
6624,6624,Mercedes Ware,USER,Mercedes.edes Ware@bnna.com,Female,Retail,Retail - EMEA,Store Associate,EMEA,Ireland,Galway,Galway,Contributor,N,PTE,3,B,Black or African American,30078,41036,41766,Y,Website,44603,335,Retail
6625,6625,Beck Kirkland,USER,Beck.kland@bnna.com,Male,Retail,Retail - EMEA,Store Associate,EMEA,France,Aquitaine,Bordeaux,Contributor,N,PTE,3,A,Black or African American,26665,40179,41640,Y,Website,50456,694,Retail
6626,6626,Liisa Laine,USER,Liisa. Laine@bnna.com,Male,Retail,Retail - EMEA,Store Associate,EMEA,France,Rhône-Alpes,Lyon,Contributor,N,FTE,2,B,White,28234,39191,41748,Y,Website,54532,5201,Retail
6627,6627,Avye Fleming,USER,Avye.eming@bnna.com,Female,Retail,Retail - EMEA,Store Manager,EMEA,France,Île-de-France,Paris,Manager,Y,FTE,7,B,Hispanic or Latino,21399,29069,41853,Y,Internal,42174,1165,Retail
6628,6628,Brody Medina,USER,Brody.Medina@bnna.com,Male,Retail,Retail - EMEA,Store Associate,EMEA,Italy,Veneto,Verona,Contributor,N,FTE,3,B,Unknown,25142,41943,41943,Y,Job Fair,30682,919,Retail
6629,6629,Howard Cash,USER,Howard.rd Cash@bnna.com,Male,Retail,Retail - EMEA,Store Associate,EMEA,Italy,Lombardia,Campione d'Italia,Contributor,N,PTE,1,B,White,26848,34153,41823,Y,None,57109,4067,Retail
6630,6630,Baltus Dahl,USER,Baltus.us Dahl@bnna.com,Male,Retail,Retail - EMEA,Store Associate,EMEA,Poland,Mazowieckie,Warsaw,Contributor,N,PTE,2,C,Other,24094,41261,41991,Y,None,39923,9104,Retail
6631,6631,Thane Horne,USER,Thane. Horne@bnna.com,Male,Retail,Retail - EMEA,Store Associate,EMEA,Poland,Malopolskie,Krakow,Contributor,N,PTE,3,B,White,27619,39307,41864,Y,None,49447,378,Retail
6632,6632,Josiah Juarez,USER,Josiah. Juarez@bnna.com,Male,Retail,Retail - EMEA,Store Associate,EMEA,Germany,Berlin,Berlin,Contributor,N,PTE,3,A,White,33720,41755,41755,N,Website,54327,1804,Retail
6633,6633,Howard Nash,USER,Howard.rd Nash@bnna.com,Male,Retail,Retail - EMEA,Store Associate,EMEA,Germany,North Rhine-Westphalia,Dortmund,Contributor,N,FTE,2,D,Black or African American,22984,36133,41977,Y,Website,56250,1031,Retail
6634,6634,Lani Emerson,USER,Lani.erson@bnna.com,Female,Retail,Retail - EMEA,Store Associate,EMEA,Germany,Aurich,Norderney,Contributor,N,FTE,3,B,Other,24740,41907,41907,Y,Website,35387,3136,Retail
6635,6635,Mitchell Smith,USER,Mitchell.ell Smith@bnna.com,Male,Retail,Retail - APAC,Store Manager,APAC,Australia,New South Wales,Sydney,Manager,Y,PTE,6,B,White,26690,41665,41665,N,Internal,59008,912,Retail
6636,6636,Aaron Cohen,USER,Aaron. Cohen@bnna.com,Male,Retail,Retail - APAC,Store Associate,APAC,India,National Capital Territory,New Delhi,Contributor,N,FTE,2,A,Black or African American,23352,34675,41980,Y,Job Fair,57299,6543,Retail
6637,6637,Claire Parrish,USER,Claire.Parrish@bnna.com,Female,Retail,Retail - APAC,Store Associate,APAC,China,Dongcheng District,Beijing,Contributor,N,PTE,2,B,Black or African American,28761,41910,41910,Y,None,30846,1239,Retail
6638,6638,Jocelyn Battle,USER,Jocelyn.n Battle@bnna.com,Female,Retail,Retail - APAC,Store Associate,APAC,China,Nanjing,Jiangsu,Contributor,N,PTE,2,B,White,19416,33660,41696,Y,None,32899,3946,Retail
6639,6639,Christopher Austin,USER,Christopher.opher Austin@bnna.com,Male,Retail,Retail - APAC,Store Associate,APAC,China,Guangzhou,Guangdong,Contributor,N,PTE,2,B,Black or African American,31336,41928,41928,Y,None,38515,7384,Retail
6640,6640,Brenna Roberson,USER,Brenna.oberson@bnna.com,Female,Retail,Retail - APAC,Store Associate,APAC,China,Jinan,Shandong,Contributor,N,PTE,2,B,Other,28164,41678,41678,Y,Website,32847,3365,Retail
6641,6641,Antonio Alvarez,USER,Antonio. Alvarez@bnna.com,Male,Retail,Retail - APAC,Store Associate,APAC,Japan,Tokyo Metropolis,Tokyo,Contributor,N,PTE,2,C,White,25113,40453,41914,Y,Website,40698,2923,Retail
6642,6642,Oren Jennings,USER,Oren.nings@bnna.com,Male,Retail,Retail - APAC,Store Associate,APAC,Japan,Kyoto Prefecture,Kyoto,Contributor,N,PTE,1,B,Black or African American,26099,40344,41805,Y,Website,39469,4482,Retail
6643,6643,Giselle Vinson,USER,Giselle.e Vinson@bnna.com,Female,Retail,Retail - APAC,Store Manager,APAC,Japan,Kanagawa,Yokohama,Manager,Y,FTE,7,A,Asian,27021,40535,41996,Y,Internal,44190,2607,Retail
6644,6644,Engeltje Aalfs,USER,Engeltje.tje Aalfs@bnna.com,Male,Retail,Retail - APAC,Store Associate,APAC,Japan,Aichi,Nagoya,Contributor,N,PTE,3,D,Other,20111,36913,41661,Y,Job Fair,36137,4058,Retail
6645,6645,Nathaniel Parks,USER,Nathaniel.niel Parks@bnna.com,Male,Retail,Retail - EMEA,Store Associate,EMEA,UK,England,London,Contributor,N,PTE,1,A,Hispanic or Latino,28892,41676,41676,Y,None,49084,4916,Retail
6646,6646,Quon Joyce,USER,Quon.Joyce@bnna.com,Female,Retail,Retail - EMEA,Store Associate,EMEA,UK,East Midlands,Nottingham,Contributor,N,FTE,2,B,White,20318,28354,41868,Y,None,38034,8707,Retail
6647,6647,Dale Fox,USER,Dale.e Fox@bnna.com,Male,Retail,Retail - EMEA,Store Associate,EMEA,UK,South East England,Southampton,Contributor,N,PTE,2,B,Asian,30164,38565,41852,Y,None,45043,8067,Retail
6648,6648,Ludwig Kellerman,USER,Ludwig.llerman@bnna.com,-,Retail,Retail - EMEA,Store Associate,EMEA,UK,Strathclyde,Glasgow,Contributor,N,PTE,2,A,White,24694,40765,41861,Y,Website,39682,9946,Retail
6649,6649,Germane Atkinson,USER,Germane.Atkinson@bnna.com,Female,Retail,Retail - EMEA,Store Associate,EMEA,UK,Lothian,Edinburgh,Contributor,N,PTE,1,B,Black or African American,27723,40142,41968,Y,Website,39857,4447,Retail
6650,6650,Jillian Patel,USER,Jillian.an Patel@bnna.com,Female,Retail,Retail - EMEA,Store Associate,EMEA,Ireland,Dublin,Dublin,Contributor,N,PTE,1,B,Other,20940,37741,41759,Y,Internal,59976,6400,Retail
6651,6651,Daiki Watanabe,USER,Daiki.tanabe@bnna.com,Male,Retail,Retail - EMEA,Store Manager,EMEA,Ireland,Galway,Galway,Manager,Y,FTE,4,B,White,25060,38939,41861,Y,Internal,53630,8156,Retail
6652,6652,Yoshio Mosley,USER,Yoshio. Mosley@bnna.com,Male,Retail,Retail - EMEA,Store Associate,EMEA,France,Aquitaine,Bordeaux,Contributor,N,PTE,3,B,White,25206,37624,41642,Y,Internal,41467,7526,Retail
6653,6653,Vincent Tran,USER,Vincent.ent Tran@bnna.com,Male,Retail,Retail - EMEA,Store Associate,EMEA,France,Rhône-Alpes,Lyon,Contributor,N,PTE,2,C,Asian,29940,41263,41993,Y,Website,30167,2111,Retail
6654,6654,Sade Cole,USER,Sade. Cole@bnna.com,Female,Retail,Retail - EMEA,Store Associate,EMEA,France,Île-de-France,Paris,Contributor,N,PTE,3,B,Other,23889,38864,41786,Y,Website,37396,3184,Retail
6655,6655,Sigourney Albert,USER,Sigourney.ney Albert@bnna.com,Female,Retail,Retail - EMEA,Store Associate,EMEA,Italy,Veneto,Verona,Contributor,N,FTE,2,A,Other,19985,31673,41900,Y,Internal,41692,3130,Retail
6656,6656,Asher Keith,USER,Asher. Keith@bnna.com,Male,Retail,Retail - EMEA,Store Associate,EMEA,Italy,Lombardia,Campione d'Italia,Contributor,N,PTE,3,B,White,24641,39251,41808,Y,Job Fair,58792,7653,Retail
6657,6657,Cain Cherry,USER,Cain.herry@bnna.com,Male,Retail,Retail - EMEA,Store Associate,EMEA,Poland,Mazowieckie,Warsaw,Contributor,N,FTE,3,B,White,27849,40267,41728,Y,None,38127,1751,Retail
6658,6658,Benedikt Gyllenkrok,USER,Benedikt.yllenkrok@bnna.com,Male,Retail,Retail - EMEA,Store Associate,EMEA,Poland,Malopolskie,Krakow,Contributor,N,FTE,3,A,White,29652,40244,41705,Y,None,38343,3470,Retail
6659,6659,Franaois De Cree,USER,Franaois.s De Cree@bnna.com,-,Retail,Retail - EMEA,Store Manager,EMEA,Germany,Berlin,Berlin,Manager,Y,FTE,7,B,Hispanic or Latino,28791,41575,41940,Y,None,59196,6873,Retail
6660,6660,Kaden Villarreal,USER,Kaden.arreal@bnna.com,Female,Retail,Retail - EMEA,Store Associate,EMEA,Germany,North Rhine-Westphalia,Dortmund,Contributor,N,PTE,1,B,White,24962,41763,41763,Y,Website,40327,8347,Retail
6661,6661,Briand Dupart,USER,Briand. Dupart@bnna.com,-,Retail,Retail - EMEA,Store Associate,EMEA,Germany,Aurich,Norderney,Contributor,N,PTE,2,B,White,27939,38896,41818,Y,Website,48666,4801,Retail
6662,6662,Karen Donnelly,USER,Karen.nnelly@bnna.com,Female,Retail,Retail - APAC,Store Associate,APAC,Australia,New South Wales,Sydney,Contributor,N,PTE,1,B,Other,19577,32361,41857,Y,Website,49314,1107,Retail
6663,6663,Hamilton Wyatt,USER,Hamilton.ton Wyatt@bnna.com,Male,Retail,Retail - APAC,Store Associate,APAC,India,National Capital Territory,New Delhi,Contributor,N,FTE,2,C,Black or African American,31109,38779,41701,Y,Internal,33351,5416,Retail
6664,6664,Javier Martinez,USER,Javier.artinez@bnna.com,Male,Retail,Retail - APAC,Store Associate,APAC,China,Dongcheng District,Beijing,Contributor,N,FTE,1,B,White,23140,36655,41768,Y,Job Fair,47939,6496,Retail
6665,6665,Alexandra Samuelsen,USER,Alexandra. Samuelsen@bnna.com,Female,Retail,Retail - APAC,District Manager,APAC,China,Nanjing,Jiangsu,Senior Manager,Y,PTE,8,A,Other,23532,36681,41794,Y,None,240026,98261,Retail
6666,6666,Blaze Maldonado,USER,Blaze.donado@bnna.com,Male,Retail,Retail - APAC,Store Associate,APAC,China,Guangzhou,Guangdong,Contributor,N,PTE,1,D,Unknown,24949,40289,41750,Y,None,51950,7211,Retail
6667,6667,Daquan Salas,USER,Daquan.n Salas@bnna.com,Male,Retail,Retail - APAC,Store Manager,APAC,China,Jinan,Shandong,Manager,Y,FTE,6,A,Unknown,19644,33158,41924,Y,None,49766,2038,Retail
6668,6668,Gary Pena,USER,Gary. Pena@bnna.com,Male,Retail,Retail - APAC,Store Associate,APAC,Japan,Tokyo Metropolis,Tokyo,Contributor,N,FTE,2,B,White,23484,31154,41746,Y,Website,44722,6668,Retail
6669,6669,Sybill Gay,USER,Sybill.ill Gay@bnna.com,Female,Retail,Retail - APAC,Store Associate,APAC,Japan,Kyoto Prefecture,Kyoto,Contributor,N,PTE,1,B,Unknown,30617,40114,41940,Y,Website,41864,9965,Retail
6670,6670,Damian Dickerson,USER,Damian.ckerson@bnna.com,Male,Retail,Retail - APAC,Store Associate,APAC,Japan,Kanagawa,Yokohama,Contributor,N,PTE,3,A,White,21329,34478,41783,Y,Website,43072,607,Retail
6671,6671,Yoko Benton,USER,Yoko.enton@bnna.com,Female,Retail,Retail - APAC,Store Associate,APAC,Japan,Aichi,Nagoya,Contributor,N,PTE,3,B,White,22992,33219,41985,Y,Internal,41242,4137,Retail
6672,6672,Malena Guzman,USER,Malena. Guzman@bnna.com,Male,Retail,Retail - EMEA,Store Associate,EMEA,UK,England,London,Contributor,N,FTE,1,B,White,29863,41916,41916,Y,Job Fair,57171,7892,Retail
6673,6673,Akemi Yamada,USER,Akemi.Yamada@bnna.com,-,Retail,Retail - EMEA,Store Associate,EMEA,UK,East Midlands,Nottingham,Contributor,N,PTE,3,B,White,20922,29688,41741,Y,None,50717,4520,Retail
6674,6674,Bianca Agostini,USER,Bianca.gostini@bnna.com,Male,Retail,Retail - EMEA,Store Associate,EMEA,UK,South East England,Southampton,Contributor,N,PTE,2,B,Black or African American,19808,29670,41723,Y,None,43439,5044,Retail
6675,6675,Yasir Donaldson,USER,Yasir.aldson@bnna.com,Male,Retail,Retail - EMEA,Store Manager,EMEA,UK,Strathclyde,Glasgow,Manager,Y,FTE,6,C,White,27865,38457,41744,Y,None,45100,7116,Retail
6676,6676,Brandan Wong,USER,Brandan.dan Wong@bnna.com,Male,Retail,Retail - EMEA,Store Associate,EMEA,UK,Lothian,Edinburgh,Contributor,N,PTE,1,B,Black or African American,24520,41687,41687,Y,Website,52845,8557,Retail
6677,6677,Dale Manning,USER,Dale.nning@bnna.com,Male,Retail,Retail - EMEA,Store Associate,EMEA,Ireland,Dublin,Dublin,Contributor,N,PTE,2,A,Hispanic or Latino,25925,41266,41996,N,Website,37741,9740,Retail
6678,6678,Tammy Sherwood,USER,Tammy.erwood@bnna.com,Female,Retail,Retail - EMEA,District Manager,EMEA,Ireland,Galway,Galway,Senior Manager,Y,FTE,9,D,White,29875,38276,41928,Y,Website,340606,81938,Retail
6679,6679,Kadeem Mcclain,USER,Kadeem.Mcclain@bnna.com,Male,Retail,Retail - EMEA,Store Associate,EMEA,France,Aquitaine,Bordeaux,Contributor,N,PTE,1,B,Other,26064,41040,41770,Y,Internal,37012,8764,Retail
6680,6680,Jolie Strong,USER,Jolie.Strong@bnna.com,Female,Retail,Retail - EMEA,Store Associate,EMEA,France,Rhône-Alpes,Lyon,Contributor,N,PTE,2,B,White,32509,40909,41640,Y,Job Fair,34997,9578,Retail
6681,6681,Ashley McCormick,USER,Ashley.Cormick@bnna.com,Female,Retail,Retail - EMEA,Store Associate,EMEA,France,Île-de-France,Paris,Contributor,N,FTE,3,A,White,20876,34025,41695,Y,None,36993,5737,Retail
6682,6682,Travis Baker,USER,Travis.s Baker@bnna.com,Male,Retail,Retail - EMEA,Store Associate,EMEA,Italy,Veneto,Verona,Contributor,N,PTE,1,B,White,25359,34490,41795,Y,None,50858,1646,Retail
6683,6683,Carlos Albioana,USER,Carlos.lbioana@bnna.com,Male,Retail,Retail - EMEA,Store Manager,EMEA,Italy,Lombardia,Campione d'Italia,Manager,Y,FTE,6,B,White,26442,40321,41782,Y,None,32252,9028,Retail
6684,6684,Vanna Jensen,USER,Vanna.Jensen@bnna.com,Female,Retail,Retail - EMEA,Store Associate,EMEA,Poland,Mazowieckie,Warsaw,Contributor,N,PTE,2,B,Other,24825,31765,41992,Y,Website,36540,932,Retail
6685,6685,Hanna Golden,USER,Hanna.Golden@bnna.com,Female,Retail,Retail - EMEA,Store Associate,EMEA,Poland,Malopolskie,Krakow,Contributor,N,PTE,3,B,White,26913,41888,41888,Y,Website,34057,4855,Retail
6686,6686,Ayaka Yamamoto,USER,Ayaka.mamoto@bnna.com,Female,Retail,Retail - EMEA,Store Associate,EMEA,Germany,Berlin,Berlin,Contributor,N,PTE,1,C,White,23801,40967,41698,Y,Internal,58627,5670,Retail
6687,6687,Armando Fields,USER,Armando.o Fields@bnna.com,Male,Retail,Retail - EMEA,Store Associate,EMEA,Germany,North Rhine-Westphalia,Dortmund,Contributor,N,FTE,2,B,Black or African American,29412,40369,41830,N,Internal,55635,2208,Retail
6688,6688,Michael Graves,USER,Michael.l Graves@bnna.com,Male,Retail,Retail - EMEA,Store Associate,EMEA,Germany,Aurich,Norderney,Contributor,N,PTE,3,A,Black or African American,24726,32762,41893,Y,Internal,41719,6227,Retail
6689,6689,Raja Reynolds,USER,Raja.nolds@bnna.com,Male,Retail,Retail - APAC,Store Associate,APAC,Australia,New South Wales,Sydney,Contributor,N,FTE,2,D,White,25789,35286,41860,Y,Website,43566,1650,Retail
6690,6690,Jenna Barrera,USER,Jenna.arrera@bnna.com,Female,Retail,Retail - APAC,Store Associate,APAC,India,National Capital Territory,New Delhi,Contributor,N,PTE,2,A,White,22429,31195,41787,Y,Website,40854,7153,Retail
6691,6691,Hugues Kieran,USER,Hugues. Kieran@bnna.com,Male,Retail,Retail - APAC,Store Manager,APAC,China,Dongcheng District,Beijing,Manager,Y,FTE,5,B,Asian,20348,37515,41898,Y,Internal,38381,9250,Retail
6692,6692,Yolanda Torres,USER,Yolanda.a Torres@bnna.com,Male,Retail,Retail - APAC,Store Associate,APAC,China,Nanjing,Jiangsu,Contributor,N,PTE,2,B,White,25088,40428,41889,Y,Job Fair,38176,6144,Retail
6693,6693,Jonas Kellerman,USER,Jonas.lerman@bnna.com,Male,Retail,Retail - APAC,Store Associate,APAC,China,Guangzhou,Guangdong,Contributor,N,PTE,3,A,White,33837,41872,41872,Y,None,34565,4401,Retail
6694,6694,Andrea Saunder,USER,Andrea.Saunder@bnna.com,Male,Retail,Retail - APAC,Store Associate,APAC,China,Jinan,Shandong,Contributor,N,PTE,2,B,White,19932,32351,41847,Y,None,37750,8732,Retail
6695,6695,Ali Holman,USER,Ali.lman@bnna.com,Male,Retail,Retail - APAC,Store Associate,APAC,Japan,Tokyo Metropolis,Tokyo,Contributor,N,FTE,1,B,Black or African American,28930,39523,41714,Y,None,45184,8289,Retail
6696,6696,Jonathan Farrel,USER,Jonathan.an Farrel@bnna.com,Male,Retail,Retail - APAC,Store Associate,APAC,Japan,Kyoto Prefecture,Kyoto,Contributor,N,PTE,2,B,Other,28715,39673,41864,Y,Website,43880,3118,Retail
6697,6697,Berk Beck,USER,Berk. Beck@bnna.com,Male,Retail,Retail - APAC,Store Associate,APAC,Japan,Kanagawa,Yokohama,Contributor,N,FTE,3,B,Black or African American,21187,29953,41641,Y,Website,42787,6562,Retail
6698,6698,Keefe Rodriquez,USER,Keefe.riquez@bnna.com,Male,Retail,Retail - APAC,Store Associate,APAC,Japan,Aichi,Nagoya,Contributor,N,PTE,1,C,Asian,27001,40515,41976,Y,Website,53005,2370,Retail
6699,6699,Aimi Kato,USER,Aimi. Kato@bnna.com,Male,Retail,Retail - EMEA,Store Manager,EMEA,UK,England,London,Manager,Y,FTE,5,B,Black or African American,23268,40435,41896,Y,Internal,45644,3102,Retail
6700,6700,Angela Coleman,USER,Angela.Coleman@bnna.com,Female,Retail,Retail - EMEA,Store Associate,EMEA,UK,East Midlands,Nottingham,Contributor,N,PTE,3,B,White,26266,40511,41972,Y,Job Fair,58578,4704,Retail
6701,6701,Reies Rojas,USER,Reies. Rojas@bnna.com,Male,Retail,Retail - EMEA,Store Associate,EMEA,UK,South East England,Southampton,Contributor,N,PTE,1,B,Hispanic or Latino,22798,39600,41791,Y,None,43795,4989,Retail
6702,6702,Clementine Mcdonald,USER,Clementine.ne Mcdonald@bnna.com,Female,Retail,Retail - EMEA,Store Associate,EMEA,UK,Strathclyde,Glasgow,Contributor,N,PTE,1,B,White,27068,40217,41678,Y,None,54994,1445,Retail
6703,6703,Barbara Samuelsen,USER,Barbara.amuelsen@bnna.com,Female,Retail,Retail - EMEA,Store Associate,EMEA,UK,Lothian,Edinburgh,Contributor,N,PTE,2,B,White,30915,41507,41872,Y,None,38946,1099,Retail
6704,6704,Gustavo Rizzo,USER,Gustavo.vo Rizzo@bnna.com,Male,Retail,Retail - EMEA,Store Associate,EMEA,Ireland,Dublin,Dublin,Contributor,N,PTE,3,C,White,23755,40921,41652,Y,Website,59227,4392,Retail
6705,6705,Damon Bernard,USER,Damon.ernard@bnna.com,Male,Retail,Retail - EMEA,Store Associate,EMEA,Ireland,Galway,Galway,Contributor,N,PTE,2,B,Other,20081,31039,41996,Y,Website,45462,2540,Retail
6706,6706,Fuller Curtis,USER,Fuller. Curtis@bnna.com,Male,Retail,Retail - EMEA,Store Associate,EMEA,France,Aquitaine,Bordeaux,Contributor,N,PTE,2,A,White,29079,41863,41863,Y,Website,38441,5780,Retail
6707,6707,Tiger Merritt,USER,Tiger.erritt@bnna.com,Male,Retail,Retail - EMEA,Store Associate,EMEA,France,Rhône-Alpes,Lyon,Contributor,N,FTE,3,D,Black or African American,25851,40461,41922,Y,Internal,43523,661,Retail
6708,6708,Jean-Pierre Louvet,USER,Jean-Pierre.ierre Louvet@bnna.com,Male,Retail,Retail - EMEA,Store Associate,EMEA,France,Île-de-France,Paris,Contributor,N,PTE,1,A,White,20971,28641,41790,Y,Job Fair,47003,7084,Retail
6709,6709,Alfreda Hewitt,USER,Alfreda.a Hewitt@bnna.com,Female,Retail,Retail - EMEA,Store Manager,EMEA,Italy,Veneto,Verona,Manager,Y,FTE,7,B,Other,30148,41836,41836,Y,None,32893,1847,Retail
6710,6710,Clarke Adkins,USER,Clarke. Adkins@bnna.com,Male,Retail,Retail - EMEA,Store Associate,EMEA,Italy,Lombardia,Campione d'Italia,Contributor,N,PTE,3,B,White,24385,40456,41917,Y,None,35793,1607,Retail
6711,6711,Dante Allessori,USER,Dante.essori@bnna.com,Male,Retail,Retail - EMEA,Store Associate,EMEA,Poland,Mazowieckie,Warsaw,Contributor,N,PTE,3,A,Hispanic or Latino,25345,35937,41781,Y,None,48854,3805,Retail
6712,6712,Mike Nine,USER,Mike. Nine@bnna.com,Male,Retail,Retail - EMEA,Store Associate,EMEA,Poland,Malopolskie,Krakow,Contributor,N,PTE,2,B,Black or African American,28762,40815,41911,Y,Website,46509,3289,Retail
6713,6713,Alex O'Neil,USER,Alex.'Neil@bnna.com,Male,Retail,Retail - EMEA,Store Associate,EMEA,Germany,Berlin,Berlin,Contributor,N,PTE,2,B,Hispanic or Latino,25087,41523,41888,Y,Website,43478,5613,Retail
6714,6714,Duncan Juarez,USER,Duncan. Juarez@bnna.com,Male,Retail,Retail - EMEA,Store Associate,EMEA,Germany,North Rhine-Westphalia,Dortmund,Contributor,N,PTE,1,B,Other,25642,36965,41713,Y,Website,37831,8686,Retail
6715,6715,Arsenio Grant,USER,Arsenio.io Grant@bnna.com,Male,Retail,Retail - EMEA,Store Associate,EMEA,Germany,Aurich,Norderney,Contributor,N,PTE,2,B,Black or African American,22540,39341,41898,Y,Internal,34573,9679,Retail
